"","tic","year","assets.total","cash","shares.outstanding.common","co.stock","financing.net.cash.flow","gross.profit.loss","invested.capital","total.inventories","liabilities.total","net.income.loss","volatility.assumption","risk.free.rate","retained.earnings","retained.earnings.restatement","revenue.total","working.capital","deffered.long.asset.tax","net.deferred.tax.asset","eps","trade.volume","stock.price.trend","price.close.monthly","settlement","was.litigated","quality.rating","market.cap","settlement.dollars","mpl","earnings"
"102","NSYS",2011,46.782,0,2.743,0.027,3.318,15.375,21.319,19.03,26.276,1.19,0,0,4.503,0,114.236,12.285,0,0.534,0.43,364208,-1.43254761904762,3.70831345309915,0,FALSE,3,10.171903801851,0,0.386307046900363,0.115955677813761
"103","NSYS",2012,44.515,0,2.743,0.027,-0.226,14.24,24.001,17.665,23.38,0.629,0,0,5.132,0,106.937,12.56,0,0.63,0.23,277189,-0.508035,3.54440679780396,0,FALSE,3,9.72230784637627,0,0.143334281018411,0.0648909713587343
"104","NSYS",2013,46.075,0,2.743,0.027,0.872,15.121,26.181,17.428,24.14,0.787,51.37,1.47,5.92,0,111.058,15.549,0,0.401,0.29,5072395,2.8880380952381,3.99128296587566,0,FALSE,3,10.9480891753969,0,0.72358640565703,0.0726583413101547
"106","DYSL",2010,38.975,4.112,11.672,0.006,2.248,18.784,32.826,3.232,16.982,3.234,68.33,4.23,5.941,0,42.97,9.169,0,-0.091,0.22,1344835,2.37157727272727,3.39019158976988,0,FALSE,2,39.570316235794,0,0.699540781082597,0.0648930876543568
"107","DYSL",2011,41.301,4.48,14.583,0.008,-1.803,20.501,33.227,3.659,17.059,1.352,85.21,3.95,7.324,0,46.952,9.437,0.695,0.195,0.08,5447871,-3.03611833333333,3.36967592402449,0,FALSE,2,49.1399840000491,0,0.901011967259813,0.023741155471252
"108","DYSL",2012,37.465,3.415,14.8,0.008,-0.712,21.173,18.844,5.008,18.621,-4.304,93.62,2.64,2.785,0,47.887,-2.547,0,-0.245,-0.29,3453788,-0.982045,1.6127689746641,0,FALSE,2,23.8689808250286,0,0.608918583769593,0.179814967026136
"109","DYSL",2013,26.677,2.437,15.414,0.008,-2.22,19.682,10.878,4.677,16.031,-8.727,0,0,-5.852,0,42.753,-3.299,0,-0.133,-0.59,4320998,0.0453190476190477,0.842892427639421,0,FALSE,2,12.992343879634,0,0.0537661107550424,0.699970696916018
"113","KODK",2013,3200,844,41.6,0,-370,664,1322,358,2552,1985,0,0,18,0,2347,1086,54,55,47.6,6944432,6.97214285714286,26.0323513845756,0,FALSE,1,1082.94581759834,0,0.267826088936166,1.8284940648198
"115","ELRC",2010,305.927,41.441,23.981,34.742,-14.215,142.08,240.375,0,65.552,23.756,0,0,205.633,0,228.729,0,0,-41.004,0.99,10931512,4.00803827751196,13.4223215049316,0,FALSE,3,321.880692009765,0,0.298609914539696,0.0737577325678165
"116","ELRC",2011,329.831,9.29,23.988,36.179,-19.323,153.698,248.131,0,81.7,25.772,0,0,211.952,0,248.554,0,0,-54.371,1.07,11189077,0.899357142857141,15.5932865612648,0,FALSE,3,374.051758031621,0,0.0576759196545024,0.0686192738006868
"117","ELRC",2012,318.926,10.402,23.996,37.724,-33.55,150.049,238.549,0,90.377,22.754,0,0,190.825,0,248.731,0,0,-49.74,0.94,10472056,-2.2535,16.5258806382722,0,FALSE,3,396.55503179598,0,0.136361870772631,0.0568804786005205
"119","ESIO",2010,440.167,116.412,28.299,153.189,1.511,120.423,362.299,70.651,77.868,7.934,47,2.08,209.11,0,256.811,259.739,30.822,40.714,0.28,24721619,5.09183014354067,12.6746609264432,0,FALSE,3,358.680229557417,0,0.401733046200671,0.0220913207560317
"120","ESIO",2011,433.21,69.78,28.97,168.143,1.242,123.319,378.67,69.415,54.54,4.904,45,1.86,210.527,0,254.229,269.532,36.489,46.51,0.17,33461871,-2.45823809523809,15.541463957159,0,FALSE,3,450.236210838897,0,0.158172878823666,0.0109384804718922
"121","ESIO",2012,322.208,88.913,29.583,176.631,-67.143,98.625,264.142,64.074,58.066,-54.716,47,1.63,87.511,0,216.625,194.406,3.766,5.448,-1.86,28800119,-5.14999,12.7836620969997,0,FALSE,3,378.179075815543,0,0.402857175113278,0.145498213726764
"122","ESIO",2013,270.209,68.461,30.155,183.193,-9.1,73.419,222.881,60.956,47.328,-38.334,45,1.88,39.688,0,181.167,164.835,0.704,0.695,-1.28,23406995,-0.274761904761904,10.9437335986541,0,FALSE,3,330.008286667414,0,0.025106779353227,0.11696191144103
"123","ELSE",2010,11.553,0.583,3.382,0.338,-0.528,3.803,10.135,1.057,1.418,0.527,0,0,8.256,0,6.201,10.039,0,-1.078,0.16,573172,0.684948325358852,3.97822263248701,0,FALSE,3,13.4543489430711,0,0.172174457951503,0.0402189657998036
"124","ELSE",2011,11.928,5.476,3.39,0.339,-0.522,3.559,10.379,1.228,1.549,0.548,0,0,8.479,0,6.115,10.425,0,-1.225,0.16,375038,-0.533999999999999,4.29561872248969,0,FALSE,3,14.56214746924,0,0.124312708947897,0.0372472536173476
"125","ELSE",2012,13.338,1.102,3.392,0.339,-0.535,3.711,11.249,1.33,2.089,1.086,22.98,2.21,9.335,0,6.498,11.4,0,-1.455,0.32,285918,-0.11176,3.99803259087277,0,FALSE,3,13.5613265482404,0,0.0279537491152874,0.0800393675455617
"126","ELSE",2013,12.609,1.505,3.395,0.339,-0.263,3.853,11.263,1.06,1.346,0.706,44.64,1.63,9.178,0,6.541,11.068,0,-1.022,0.2,1329149,0.227085714285714,4.12292275706559,0,FALSE,3,13.9973227602377,0,0.0550788185144992,0.04850927649742
"127","ELMG",2010,372.944,55.938,15.311,1.531,-8.558,148.519,284.496,41.649,115.924,14.065,45,1.8,117.351,0,355.225,125.931,11.845,10.877,0.93,21460806,5.37775119617225,16.282619177225,0,FALSE,3,249.303182222492,0,0.3302755617901,0.0571161181059138
"128","ELX",2010,689.45,248.813,80.667,9.122,-15.838,286.509,591.182,13.465,98.268,23.62,47,2.02,-373.065,0,399.15,356.121,27.658,47.1,0.29,435082606,-0.26755980861244,11.232036441565,0,FALSE,2,906.054683631727,0,0.0238211307454731,0.0258190045508428
"129","ELX",2011,702.839,131.16,87.999,10.266,-63.643,306.479,588.691,20.508,114.148,-83.61,43,1.25,-456.298,0,452.543,230.91,0,5.557,-0.97,293950511,-4.53414285714286,8.89638719823274,0,FALSE,2,782.873177057283,0,0.509661141777143,0.109033024123848
"130","ELX",2012,712.959,201.048,89.18,10.677,-16.91,335.343,575.103,20.319,137.856,-11.08,46,0.95,-468.813,0,501.769,260.649,0,6.846,-0.13,281091563,-1.7235,7.91964899278829,0,FALSE,2,706.27429717686,0,0.217623281229943,0.016414868906233
"131","ELX",2013,710.709,105.637,91.304,10.89,-11.2,323.808,587.625,23.897,123.084,-5.214,45,1.01,-474.724,0,478.567,167.727,0,-13.912,-0.06,219648459,-0.227619047619047,7.09678731496066,0,FALSE,2,647.965069005168,0,0.0320735337719937,0.00845452982274313
"132","ERIC",2010,41706.501,4567.64,3200.263,2422.193,-839.117,12974.797,25712.213,4424.531,19983.425,1649.524,0,0,15392.402,0,30355.33,15047.875,1884.98,1504.491,0.52,1586226692,1.2027990430622,10.6328565480731,0,FALSE,0,34027.937395106,0,0.113120969668323,0.0489050141557901
"133","ERIC",2011,40785.749,5626.664,3210.505,2381.105,-944.76,13055.559,24517.509,4811.092,19651.571,1774.008,0,0,14840.188,0,33132.082,14808.182,1894.177,1566.842,0.55,1560079687,-1.72979166666667,12.003429138661,0,FALSE,0,38537.069266817,0,0.144108124993657,0.0458202396703907
"134","ERIC",2012,42258.967,6866.337,3220.254,2539.57,-1442.204,12857.824,24953.284,4426.038,20978.118,887.451,0,0,14694.963,0,35137.997,14729.385,1893.383,1413.929,0.28,1098010344,0.16325,9.33488529129147,0,FALSE,0,30060.7016988225,0,0.0174881634755915,0.0299950123930513
"135","ERIC",2013,41894.668,6551.343,3231.083,2571.98,-1479.752,13830.267,25475.457,3542.036,19853.55,1868.366,0,0,15399.353,0,35556.541,15493.511,1416.721,1004.295,0.58,966441911,1.53971428571429,12.1581029089109,0,FALSE,0,39283.8396212327,0,0.12664099796242,0.0477048108858254
"136","ESCC",2010,29.96,1.024,11.089,2.288,0.053,10.264,-6.06,5.609,41.322,-4.644,0,0,-63.326,0,27.481,6.768,0,0,-0.42,2545918,0.667153110047847,0.564214012881347,0,FALSE,2,6.25656918884126,0,1.18244689925514,0.744398385029698
"137","ESCC",2011,27.49,3.932,11.089,2.288,-0.636,10.869,-16.729,5.08,49.355,-2.105,357,1.03,-73.877,0,28.325,6.274,0,0,-0.19,3648711,-0.716619047619048,0.442962932694054,0,FALSE,2,4.91201596064436,0,1.61778558594202,0.428929795196271
"138","ESCC",2012,24.25,2.111,11.089,2.288,-0.157,9.65,-19.496,5.599,48.894,-2.279,396,0.36,-76.689,0,24.908,4.686,0,0,-0.21,11849339,-0.181145,0.146295900930686,0,FALSE,2,1.62227524542038,0,1.23820967537446,1.43544691726869
"139","ESCC",2013,25.702,3.376,11.089,2.288,-0.167,11.952,-11.036,5.416,39.1,1.173,377,0.39,-65.461,0,29.583,4.504,0,0,0.11,5793674,0.072747619047619,0.0694302919023514,0,FALSE,2,0.769912506905175,0,1.04777924814047,1.5843228796259
"141","FEIM",2010,89.831,5.275,8.298,9.164,-0.149,21.906,71.716,28.172,18.296,6.015,38.9,2.45,16.478,0,53.223,60.35,0.75,3.33,0.73,2426705,1.50331196172249,5.45754825290747,0,FALSE,3,45.2867354026262,0,0.275455551111547,0.133759696876908
"142","FEIM",2011,106.227,4.782,8.363,9.164,5.706,26.859,79.147,34.299,27.095,7.374,40,1.32,22.83,0,63.595,63.253,5.692,8.844,0.89,7418309,0.487244523809523,8.99834538611433,0,FALSE,3,75.2531624640741,0,0.0541482353590703,0.0989070725572938
"143","FEIM",2012,108.909,3.46,8.463,9.164,-1.869,28.851,88.452,37.521,26.457,3.686,40,1.33,24.575,0,68.932,71.689,6.32,9.49,0.44,1707647,-0.179730000000001,8.30910075278364,0,FALSE,3,70.3199196708079,0,0.0216304995386883,0.0529539854060134
"145","FUJIY",2010,32731.283,3782.866,481.686,487.711,-1768.753,12821.109,23806.005,4134.425,10366.965,771.532,0,0,20671.835,0,26789.318,8752.84,984.836,1686.129,1.59,0,2.89785645933014,32.5176288256461,0,FALSE,0,15663.2865585102,0,0.0891164750931855,0.048896554189892
"146","FUJIY",2011,33244.327,2852.858,481.706,489.783,-296.129,12322.547,22774.154,4586.24,10716.915,530.979,0,0,20739.679,0,26638.672,7640.141,903.106,1588.533,1.1,0,-12.90625,28.7393684937806,0,FALSE,0,13843.9262396651,0,0.449079109124928,0.0382750233443038
"147","FUJIY",2012,32493.585,4730.183,481.859,428.664,1362.436,10535.769,24876.572,4247.334,10989.91,576.317,0,0,19703.982,0,23520.561,10778.708,493.936,1008.517,1.2,0,-5.35185,19.9412483536328,0,FALSE,0,9608.86999043313,0,0.26838089095987,0.0601767742279481
"149","GRB",2010,332.764,10.916,25.11,0.256,-26.876,150.436,169.331,55.294,184.543,-23.616,70,1.4,72.653,0,462.521,68.041,52.108,48.614,-0.94,24042847,3.0305023923445,6.26455596439221,0,FALSE,2,157.303000265888,0,0.483753742415249,0.150050539151213
"151","GIGA",2010,26.648,1.408,4.994,14.485,0.205,9.078,23.531,5.386,3.127,14.072,101,1.13,9.036,0,21.029,12.462,10.936,13.256,2.85,2880389,-0.483945454545454,2.42640255176396,0,FALSE,2,12.1174543435092,0,0.199449779754655,1.1745783888696
"152","GIGA",2011,9.29,2.365,5.03,14.822,1.977,3.263,6.762,4.7,2.543,-5.852,92,0.94,-10.072,-13.256,13.116,6.568,0,0,-1.17,2183656,-1.3211019047619,2.06086617465931,0,FALSE,2,10.3661568585363,0,0.641042063286958,0.567722453008584
"153","GIGA",2012,9.36,1.882,5.03,15.132,1.264,5.686,3.677,4.56,6.052,-4.206,89,0.59,-14.278,0,14.187,3.267,0,0,-0.84,1831175,-0.133765,1.36310958569844,0,FALSE,2,6.85644121606313,0,0.0981322421934703,0.616238055115427
"154","GIGA",2013,7.593,1.059,5.181,16.224,1.94,4.782,1.626,3.321,6.716,-3.742,86,1.02,-18.258,0,13.309,0.973,0,0,-0.74,1989163,-0.490938095238095,1.36550331181627,0,FALSE,2,7.07467265852008,0,0.359529040310488,0.541924720062173
"155","HEII",2010,16.245,0,9.871,0.494,1.906,6.572,9.431,4.359,13.245,-0.369,0,0,-25.737,0,36.42,5.646,0,0,-0.04,1064914,0.0768516746411484,0.610711427778934,0,FALSE,3,6.02833250360585,0,0.125839588298923,0.0654973825288877
"156","HEII",2011,16.868,0,10.12,0.506,-0.016,8.025,10.707,4.68,12.613,1.051,0,0,-24.686,0,37.415,7.079,0,0,0.11,1311959,0.341780952380952,0.848298969343649,0,FALSE,3,8.58478556975773,0,0.402901529687578,0.129671264466005
"157","HEII",2012,18.045,0,10.263,0.513,-0.496,5.955,9.416,5.454,14.832,-1.257,0,0,-25.943,0,40.02,5.528,0,0,-0.12,1490481,-0.47685,0.772657642087762,0,FALSE,3,7.9297853807467,0,0.617155612039927,0.155308112498252
"158","HEII",2013,15.255,0,10.587,0.529,-2.564,8.799,7.219,3.308,9.875,1.995,0,0,-23.948,0,44.778,2.13,0,0,0.19,1557196,0.417619047619048,0.953986157587645,0,FALSE,3,10.0998514503804,0,0.437762166984776,0.199164315424089
"159","HRS",2010,4734.7,455.2,127.46,127.5,-380.9,2040.4,3366.7,615.3,2544.6,561.6,38.2,2.4,1601,0,5206.1,952.8,107.7,253,4.31,254243354,-1.66913875598086,45.9669741444355,0,FALSE,3,5858.95052444975,0,0.0363116952344125,0.0937629696150392
"160","HRS",2011,6172.8,366.9,123.119,123.1,492.8,2322.5,4399.2,720.8,3660.8,588,35.6,1.5,1907.7,0,5924.6,786.3,5.7,176.7,4.63,309065667,-11.7640714285714,42.8199416901113,0,FALSE,3,5271.94840094482,0,0.274733476138483,0.108127190679226
"161","HRS",2012,5592.8,356,112.147,112.1,-609.8,2103.6,3829.1,617.8,3646.7,30.6,34.6,0.9,1394,0,5451.3,1186,80.3,240,0.26,219414718,10.3495,44.3422099988113,0,FALSE,3,4972.84582473669,0,0.23340063565342,0.00586348763417453
"162","HRS",2013,4858.4,0,106.933,106.9,-839.7,1966.4,3138.3,668.7,3297.2,113,33.5,0.7,1021.3,0,5111.7,650.7,124.8,244.2,1.01,190898039,17.7771428571429,53.5132935368725,0,FALSE,3,5722.33701777839,0,0.332200499767292,0.0188738149578492
"163","HPQ",2010,124503,10929,2203.898,22,-2913,33280,56039,6466,83722,8761,30,2.06,28858,0,126033,4781,2070,2611,3.78,4862526435,-9.06148923444977,46.264260151057,0,TRUE,3,101961.710418394,0,0.195863701372575,0.0817045379664121
"164","HPQ",2011,129517,8043,1990.506,20,-1566,33848,61555,7490,90513,7074,41,1.2,31768,0,127245,579,1283,1453,3.38,5534430170,-19.0987857142857,34.7513074527846,0.000824024673641955,TRUE,3,69172.6859926125,5.7e+07,0.549584666425416,0.0972625275924449
"165","HPQ",2012,108768,11301,1962.838,20,-3860,31355,44622,6317,85935,-12650,42,1.17,15962,0,120357,3971,1581,2186,-6.41,5694941752,-13.1565,20.4135618263792,0,TRUE,3,40068.5148681665,0,0.64449801126811,0.314006935904578
"166","HPQ",2013,105676,0,1907.883,19,-7943,29156,44264,6046,78020,5113,42,1.07,21785,0,112298,4843,1346,2196,2.64,4896446677,11.2033333333333,22.6940536752372,0,FALSE,3,43297.5992080725,0,0.493668231055519,0.116330032429625
"167","HICKA",2010,3.809,0.769,1.248,1.248,0,2.45,3.281,2.123,0.528,-0.949,75,5.5,0.844,0,5.259,2.784,0,0,-0.76,33999,-0.395358851674641,4.57855684583659,0,FALSE,2,5.71403894360407,0,0.0863501022236191,0.165991168306906
"168","HICKA",2011,3.441,0.275,1.248,1.248,0.25,2.151,2.871,1.964,0.82,-0.673,75,5.5,0.172,0,5.069,2.447,0,0,-0.54,221934,-2.59495238095238,1.81678750524202,0,FALSE,2,2.26735080654205,0,1.42831914765216,0.297227935816337
"169","HICKA",2012,3.206,0.259,1.505,1.521,0.428,1.843,2.318,1.735,0.888,-0.784,87,5,-0.612,0,4.761,1.936,0,0,-0.57,73910,0.2555,1.70016983004283,0,FALSE,2,2.55875559421446,0,0.150279104760707,0.335260625102165
"170","HICKA",2013,3.505,0.939,1.622,1.736,-0.022,3.032,2.748,1.59,0.757,0.139,0,0,-0.474,0,6.466,2.442,0,0,0.09,49332,0.0442857142857143,1.91459650402356,0,FALSE,2,3.10547552952622,0,0.0231305730437964,0.0470072936051346
"172","HTHIY",2010,110991.167,6703.842,451.76,4943.56,-7058.676,34390.321,47864.5,16212.76,81491.541,2886.286,0,0,5183.35,0,112564.125,9801.897,1581.223,1826.957,6.39,14069952,17.2026794258373,40.6939916518074,0,FALSE,0,18383.9176686205,0,0.422732662183393,0.157025637953513
"173","HTHIY",2011,114288.63,7518.226,463.504,5190.815,-2036.622,34784.347,50453.695,17149.035,80627.727,4212.826,0,0,9042.761,0,117290.171,12757.105,1265.66,1425.919,9.32,36804186,-1.45228714285714,54.8658336585948,0,FALSE,0,25430.5333640933,0,0.026469790870108,0.169868921667975
"174","HTHIY",2012,104176.189,5603.568,483.056,4872.451,-1916.366,28834.952,48735.471,15265.495,70411.459,1862.001,0,0,10645.593,0,96018.172,13020.359,1103.218,1004.195,3.96,13244105,2.4462,57.8511874307805,0,FALSE,0,27945.3631955631,0,0.0422843524677328,0.0684514903819075
"175","HTHIY",2013,106980.957,5420.635,483.033,4455.137,320.14,29017.517,53545.494,13663.381,69571.13,2573.072,0,0,15324.617,0,93379.316,13722.13,0,0,5.33,0,13.587,64.4645827051572,0,FALSE,0,31138.5207778202,0,0.210766896020147,0.0826810595265608
"176","HTCH",2010,479.712,55.639,23.371,0.234,-102.818,84.826,439.869,53.568,215.034,-58.922,80,2.6,-157.645,-9.823,347.189,177.365,0,0,-2.52,92014969,-6.32123205741627,5.13289124346604,0,FALSE,2,119.960801251045,0,1.23151490214466,0.490951372329943
"177","HTCH",2011,401.005,57.554,23.387,0.234,-27.449,57.292,350.481,55.018,194.683,-55.565,80,2.3,-213.896,0,278.09,121.314,0,0,-2.38,71497105,-1.94597142857143,2.46074890511853,0,FALSE,2,57.549534644007,0,0.790804549185686,0.967185231719269
"178","HTCH",2012,336.288,53.653,23.9,0.239,-12.29,44.98,293.062,41.432,168.458,-48.642,80,1.7,-262.857,0,248.589,87.12,0,0,-2.06,34287818,0.3185,1.80484254608854,0,FALSE,2,43.1357368515161,0,0.176469687447392,1.14137380264247
"179","HTCH",2013,306.675,39.403,27.581,0.276,-8.684,55.316,260.224,44.285,172.442,-35.076,80,1.3,-297.952,0,249.596,72.211,0,0,-1.35,92243424,0.511428571428572,3.58398975976255,0,FALSE,2,98.8500215640109,0,0.142698111799978,0.376675183382623
"180","IEC",2010,55.682,0,9.088,0.101,11.163,17.487,41.418,12.068,30.263,4.655,54,2.16,-14.407,0,96.674,17.712,10.113,13.472,0.52,8569650,2.04850478468899,5.20916452895249,0,FALSE,3,47.3408872391202,0,0.393250160040718,0.0998240691208437
"181","IEC",2011,85.82,0,9.825,0.108,16.456,27.514,61.899,16.093,52.134,6.76,54,1.4,-7.647,0,133.296,17.292,6.768,10.631,0.71,7715697,-3.55397404761905,6.79653786010646,0,FALSE,3,66.775984475546,0,0.522909475496305,0.104464951805459
"182","IEC",2012,87.898,2.662,9.928,0.109,-7.274,30.603,61.9,17.697,47.102,6.694,51,0.63,-0.953,0,144.963,19.32,6.018,7.383,0.69,6003314,1.708535,5.92672375636473,0,FALSE,3,58.840513453189,0,0.288276469468515,0.11642182567713
"183","IEC",2013,88.935,2.499,9.991,0.11,9.257,22.472,66.02,21.904,56.941,-9.53,49,0.55,-10.483,0,140.946,31.592,11.652,13.034,-0.98,7887604,-2.63110476190476,4.62627508595269,0,TRUE,3,46.2211143837534,0,0.568730720292422,0.211833490614445
"185","IEHC",2010,7.48,0.157,2.303,0.023,0,5.131,6.595,3.713,0.885,1.67,0,0,3.827,0,13.824,5.411,0,0,0.73,214810,0.630645933014354,4.25304745683378,0,FALSE,0,9.7947682930882,0,0.148280953696163,0.171641630480055
"186","IEHC",2011,8.576,0.286,2.303,0.023,0.055,4.511,7.697,4.233,0.879,1.102,0,0,4.93,0,13.293,6.286,0,0,0.48,273088,-0.707761904761905,4.84143389394105,0,FALSE,0,11.1498222577462,0,0.146188488837502,0.0991441813551787
"187","IEHC",2012,9.221,0.416,2.303,0.023,-0.055,4.264,8.627,4.463,0.594,0.93,0,0,5.86,0,13.33,7.117,0,0,0.4,340941,-1.929,3.54885818589623,0,FALSE,0,8.17302040211901,0,0.543555109546551,0.11271230887435
"188","INRD",2010,12.622,4.365,11.558,0.116,-0.002,3.451,10.21,2.391,5.248,-0.734,231,3.2,-10.129,0,11.054,7.813,0.408,0.408,-0.06,779860,-0.0350717703349284,1.04708840612731,0,FALSE,0,12.1022477980194,0,0.033494564670659,0.057301751837662
"189","INRD",2011,11.838,3.4,11.709,0.117,0.009,4.398,10.684,2.91,3.98,0.165,97,2.7,-9.965,0,13.177,7.394,0.408,0.408,0.01,1060899,-0.00559523809523821,0.998336715058397,0,FALSE,0,11.6895245966188,0,0.00560456007561629,0.0100166605606757
"190","INRD",2012,11.425,3.089,11.877,0.119,0.689,3.141,10.164,3.597,4.63,-1.421,91,1.6,-11.386,0,11.404,7.141,0,0,-0.12,849136,-0.718,0.591006683870414,0,FALSE,0,7.01938638432891,0,1.21487627736784,0.203043388975126
"191","INRD",2013,9.848,2.451,12.046,0.121,-0.15,2.641,8.577,3.13,4.484,-1.65,106,2.3,-13.036,0,11.236,5.692,0,0,-0.14,1637941,-0.0109952380952381,0.238915443921067,0,FALSE,0,2.87797543747318,0,0.0460214622997361,0.585981373586937
"192","IDCC",2010,874.643,215.451,45.032,0.686,28.589,394.545,353.296,0,521.527,153.616,0,0,395.91,0,394.545,440.996,71.754,103.238,3.48,125878413,13.2362679425837,28.5258784071097,0,FALSE,3,1284.57735642896,0,0.464009127210077,0.121994490417959
"193","IDCC",2011,996.968,342.211,45.548,0.691,202.25,301.742,664.211,0,525.286,89.468,0,0,466.288,0,301.742,595.734,54.11,104.563,1.97,367682957,-5.16897619047619,49.2486444332587,0,FALSE,3,2243.17725664607,0,0.104956720128229,0.0400011009982158
"194","IDCC",2012,1056.609,349.843,41.05,0.695,-232.942,663.063,719.096,0,537.904,271.804,0,0,660.099,0,663.063,641.434,30.687,64.154,6.31,206748268,1.31950000000001,34.6222192513976,0,FALSE,3,1421.24210026987,0,0.0381113639890875,0.182252903956909
"195","IDCC",2013,1113.183,497.714,40.288,0.696,-31.989,198.261,742.633,0,579.363,38.165,0,0,680.704,0,198.261,731.076,36.626,55.719,0.93,102381105,-12.7547619047619,40.3757823719377,0,FALSE,3,1626.65952020063,0,0.315901294178433,0.0230336093907217
"197","ITSI",2010,5.793,3.881,12.963,56.37,0,1.498,4.108,0.581,1.685,-0.951,0,0,-52.262,0,5.886,3.623,0,0,-0.07,742211,0.0485885167464115,0.19811337760574,0,FALSE,3,2.56814371390321,0,0.245256112099134,0.353333030035483
"198","ITSI",2011,7.982,2.783,12.963,56.37,0,3.922,5.341,3.391,2.641,1.233,0,0,-51.029,0,12.084,4.822,0,0,0.1,960530,-0.0259809523809524,0.23679799350154,0,FALSE,3,3.06961238976047,0,0.109717789398344,0.422300875616792
"199","ITSI",2012,16.834,7.259,12.963,56.37,0,4.057,8.44,3.797,8.394,3.099,0,0,-47.93,0,10.571,7.814,0,1.555,0.24,1992227,-0.186465,0.467411335094158,0,FALSE,3,6.05905313682557,0,0.398931275302592,0.513466366731677
"200","INPH",2010,19.314,4.772,6.816,0.682,0,9.912,14.51,1.645,8.304,-8.419,63.37,2.84,-33.027,0,18.207,13.117,0,0,-1.23,2876360,-1.42737822966507,1.98169200769958,0,FALSE,2,13.5072127244804,0,0.720282578785802,0.620681718057603
"201","INPH",2011,17.818,7.47,6.895,0.69,0.527,11.096,14.842,1.556,6.476,-0.505,64.81,3.01,-33.58,0,21.993,13.997,0,0,-0.07,33383696,2.81450952380952,4.54807676442011,0,FALSE,2,31.3589892906766,0,0.618835096590192,0.0153911210443092
"202","INPH",2012,15.178,3.949,7.006,0.701,0.835,6.526,12.553,2.219,6.125,-3.785,66.1,1.83,-37.378,0,13.855,11.631,0,0,-0.54,4377194,-2.176655,4.07513287040064,0,FALSE,2,28.5503808900269,0,0.534131050256039,0.132511016738188
"203","INPH",2013,14.409,1.478,7.011,0.701,0.026,6.53,10.522,3.332,7.387,-2.703,66.81,2.37,-40.121,0,15.588,9.78,0,0,-0.39,2780614,1.74841428571429,3.47483236213888,0,FALSE,2,24.3620496909557,0,0.503165074886685,0.112235630198846
